epoch,train_loss,train_acc,val_loss,val_acc
1,0.6952764792592113,0.6272251308900524,0.6227259430392035,0.6206896551724138
2,0.632465693526243,0.6198952879581152,0.6188362055811388,0.5960591133004927
3,0.6110732143462017,0.6910994764397905,0.6318238950128039,0.645320197044335
4,0.6017928568480526,0.6764397905759162,0.6215295283665211,0.6600985221674877
5,0.5957411650587751,0.6994764397905759,0.6047367065998134,0.6403940886699507
6,0.5851908693138842,0.7183246073298429,0.6050592748989613,0.6305418719211823
7,0.5795088553303823,0.7193717277486911,0.6098342159111512,0.6305418719211823
8,0.5988387147169463,0.7005235602094241,0.5913299169446448,0.6945812807881774
9,0.570050890345848,0.6879581151832461,0.5989799094317582,0.7192118226600985
10,0.556272541165976,0.7308900523560209,0.5936758042556312,0.6650246305418719
11,0.5441575212004297,0.7392670157068063,0.6027405819869394,0.6600985221674877
12,0.542657064112069,0.7549738219895288,0.6000637993436729,0.645320197044335
13,0.5322006769829396,0.7424083769633508,0.5818044786970017,0.6847290640394089
14,0.5212905544885166,0.7382198952879581,0.5792207638618394,0.7438423645320197
15,0.5265022143019431,0.7528795811518325,0.5683243116134493,0.7487684729064039
16,0.5223864047939241,0.7507853403141361,0.5698563074830718,0.7438423645320197
17,0.50250602661003,0.7560209424083769,0.580981112172451,0.729064039408867
18,0.5094005492033135,0.7486910994764397,0.5471151004283886,0.7684729064039408
19,0.4914233631176474,0.7968586387434555,0.5901890444050869,0.6551724137931034
20,0.47918579235126835,0.7654450261780105,0.5667140689389459,0.7536945812807881
21,0.5032026889436532,0.7717277486910995,0.6002435098434317,0.6206896551724138
22,0.5052393438928414,0.793717277486911,0.5922384972642796,0.6354679802955665
23,0.49466120101394456,0.7486910994764397,0.5604623432817131,0.7389162561576355
24,0.4673197428593461,0.7643979057591623,0.5524243151613057,0.7192118226600985
25,0.4518244080830619,0.8,0.559772969760331,0.6798029556650246
26,0.4505058277963968,0.793717277486911,0.5514696052508988,0.729064039408867
27,0.4468630697090588,0.7926701570680629,0.5652250505139675,0.6551724137931034
28,0.4598329803082331,0.7664921465968586,0.5794685741363488,0.6551724137931034
29,0.437331645526187,0.7675392670157068,0.5211594416002922,0.7635467980295566
30,0.4338941053258187,0.8020942408376963,0.5484257410899759,0.7586206896551724
