zarr_path,x,y,label
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10229,2064,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9280,850,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8261,3778,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6712,7424,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9543,8158,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8031,8846,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8664,10315,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9525,6478,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10395,8492,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9266,3339,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7596,8684,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6802,7277,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10418,4652,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6729,4933,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7387,4805,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8321,5519,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9513,8039,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7207,3595,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8251,9558,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,5951,4863,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8448,9633,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7482,6945,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7986,2161,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10313,8480,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9837,6877,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9704,6126,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7672,2405,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7823,4254,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10497,3727,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10309,8179,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8270,1936,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9610,4972,1
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7698,2368,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7084,3571,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7657,7803,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9874,7063,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10338,7537,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6341,3755,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,10585,5001,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,9655,5513,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7942,10098,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6647,184,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6910,9265,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,7591,9923,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,8091,6398,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240606T100601_N0510_R022_T32TQQ_20240606T175100.zarr,6620,7563,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9775,3004,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9068,2846,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7232,9537,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10702,2874,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7659,3110,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7504,4774,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8640,8058,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6124,5132,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10277,485,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8149,9539,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9312,1424,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10660,5568,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6916,4416,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8328,3829,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7605,9459,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8453,90,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9680,6876,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9596,10284,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10498,5843,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10090,9921,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8200,385,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8236,2988,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10257,10550,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10256,6779,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6986,5895,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8660,4907,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8006,10410,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8229,3849,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8648,1588,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9558,2581,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8584,2890,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8435,8882,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7931,5854,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6497,5480,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10420,8991,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9274,536,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10548,7325,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10325,5678,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10573,687,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8744,4854,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8199,5104,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8910,1793,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8943,10039,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6512,4892,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7736,4422,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9199,6747,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9266,5697,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8366,5373,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7906,8383,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7835,4863,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8814,382,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8401,8162,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9425,1778,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6099,3671,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6606,7843,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10087,5440,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9011,2327,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10069,9112,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7783,4788,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8845,10608,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9122,8007,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7900,511,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8606,4907,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8117,9573,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10557,5630,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9208,5230,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6476,6806,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8514,8558,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7311,4134,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9043,8046,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8002,10300,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7748,2313,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,8464,5479,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,10458,3264,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7746,8234,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,7072,6017,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,9845,8289,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240616T100601_N0510_R022_T32TQQ_20240616T160951.zarr,6962,4277,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240706T100601_N0510_R022_T32TQR_20240706T160652.zarr,10602,10540,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,10007,8927,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,10009,8025,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8957,6753,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,6769,9656,1
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8728,10248,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7031,9096,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8905,8447,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7791,7371,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9063,9976,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9220,7135,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7971,5786,1
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9117,8342,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9642,7160,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7714,10633,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8018,7653,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8138,9968,1
